id,surahs,ayahs,ayahs-translation,clean_translation,theme,emotion,sentiment
5039,56,60,"We have decreed Death to be your common lot, and We are not to be frustrated",we have decreed death to be your common lot and we are not to be frustrated,Tawhid (Oneness of God),"Frustration, Suffering, Despair, Contempt, Disappointment, Hostility, Distress, Empaty, Fear, Remorse",Negative
5040,56,61,from changing your Forms and creating you (again) in (forms) that ye know not.,from changing your forms and creating you again in forms that ye know not,"Creation and Signs, Tawhid (Oneness of God)","Wonder, Grace, Distress, Ecstacy, Contempt, Courage",Negative
5041,56,62,And ye certainly know already the first form of creation: why then do ye not celebrate His praises?,and ye certainly know already the first form of creation why then do ye not celebrate his praises,"Worship and Obedience, Tawhid (Oneness of God), Creation and Signs, Moral and Righteous Living","Gratitude, Awe, Joy, Grace, Ecstacy, Trust",Positive
5042,56,63,See ye the seed that ye sow in the ground?,see ye the seed that ye sow in the ground,"Moral and Righteous Living, Good vs Evil (Accountability), Tawhid (Oneness of God), Justice and Social Fairness, Worship and Obedience","Trust, Grace, Hope, Empaty, Ecstacy",Positive
5043,56,64,"Is it ye that cause it to grow, or are We the Cause?",is it ye that cause it to grow or are we the cause,"Good vs Evil (Accountability), Creation and Signs, Moral and Righteous Living, Justice and Social Fairness, Tawhid (Oneness of God), Worship and Obedience","Trust, Ecstacy, Contempt, Wonder, Hostility, Affection, Empaty, Gratitude, Courage, Envy, Desire, Distress, Awe, Joy, Anxiousness, Remorse, Grace, Frustration, Anger, Hope",Positive
5044,56,65,"Were it Our Will, We could crumble it to dry powder, and ye would be left in wonderment,",were it our will we could crumble it to dry powder and ye would be left in wonderment,Justice and Social Fairness,"Wonder, Awe, Distress, Suffering, Hostility, Contempt, Regret, Frustration, Disappointment, Envy, Remorse, Fear, Hatred, Ecstacy, Despair, Anger, Anguish, Pride, Anxiousness, Grief",Negative
5045,56,66,"(Saying), ""We are indeed left with debts (for nothing):",saying we are indeed left with debts for nothing,,"Frustration, Distress, Suffering, Anguish, Shame, Contempt, Remorse, Despair, Humiliation, Regret, Disappointment, Hostility",Negative
5046,56,67,"""Indeed are we shut out (of the fruits of our labour)""",indeed are we shut out of the fruits of our labour,,"Anguish, Shame, Suffering, Frustration, Contempt, Disappointment, Humiliation, Hostility, Despair, Distress",Negative
5047,56,68,See ye the water which ye drink?,see ye the water which ye drink,Tawhid (Oneness of God),"Gratitude, Pleasure",Positive
5048,56,69,Do ye bring it down (in rain) from the cloud or do We?,do ye bring it down in rain from the cloud or do we,"Good vs Evil (Accountability), Tawhid (Oneness of God), Creation and Signs, Moral and Righteous Living","Distress, Contempt, Frustration",Negative
5049,56,70,"Were it Our Will, We could make it salt (and unpalatable): then why do ye not give thanks?",were it our will we could make it salt and unpalatable then why do ye not give thanks,,"Humiliation, Hostility, Contempt, Gratitude, Frustration, Distress, Suffering, Remorse",Negative
5050,56,71,See ye the Fire which ye kindle?,see ye the fire which ye kindle,"Moral and Righteous Living, Tawhid (Oneness of God), Creation and Signs, Prophets and Revelation, Justice and Social Fairness, Good vs Evil (Accountability)","Awe, Gratitude, Affection, Ecstacy, Hope, Courage, Empaty, Desire, Joy, Pleasure, Trust, Love, Grace, Wonder, Rage",Positive
5051,56,72,"Is it ye who grow the tree which feeds the fire, or do We grow it?",is it ye who grow the tree which feeds the fire or do we grow it,"Good vs Evil (Accountability), Tawhid (Oneness of God), Creation and Signs, Moral and Righteous Living","Hostility, Anxiousness, Contempt, Ecstacy, Rage, Anguish, Distress, Frustration, Trust",Negative
5052,56,73,"We have made it a memorial (of Our handiwork), and an article of comfort and convenience for the denizens of deserts.",we have made it a memorial of our handiwork and an article of comfort and convenience for the denizens of deserts,,"Empaty, Contentment, Ecstacy, Awe, Grace, Wonder, Pleasure, Affection",Positive
5053,56,74,"Then celebrate with praises the name of thy Lord, the Supreme!",then celebrate with praises the name of thy lord the supreme,"Tawhid (Oneness of God), Worship and Obedience, Moral and Righteous Living","Ecstacy, Awe, Gratitude, Joy, Pride, Grace",Positive
5054,56,75,"Furthermore I call to witness the setting of the Stars,-",furthermore i call to witness the setting of the stars,Tawhid (Oneness of God),"Awe, Ecstacy",Positive
5055,56,76,"And that is indeed a mighty adjuration if ye but knew,-",and that is indeed a mighty adjuration if ye but knew,"Tawhid (Oneness of God), Moral and Righteous Living, Justice and Social Fairness","Wonder, Awe, Grace, Ecstacy, Courage, Empaty",Positive
5056,56,77,"That this is indeed a qurLan Most Honourable,",that this is indeed a qurlan most honourable,"Moral and Righteous Living, Worship and Obedience, Tawhid (Oneness of God)","Awe, Grace, Courage, Gratitude",Positive
5057,56,78,"In Book well-guarded,",in book wellguarded,Prophets and Revelation,"Trust, Courage",Positive
5058,56,79,Which none shall touch but those who are clean:,which none shall touch but those who are clean,"Moral and Righteous Living, Good vs Evil (Accountability), Worship and Obedience, Tawhid (Oneness of God), Justice and Social Fairness","Trust, Courage",Positive
5059,56,80,A Revelation from the Lord of the Worlds.,a revelation from the lord of the worlds,"Tawhid (Oneness of God), Prophets and Revelation","Awe, Wonder",Positive
5060,56,81,Is it such a Message that ye would hold in light esteem?,is it such a message that ye would hold in light esteem,"Moral and Righteous Living, Worship and Obedience, Justice and Social Fairness","Awe, Empaty, Affection",Positive
5061,56,82,And have ye made it your livelihood that ye should declare it false?,and have ye made it your livelihood that ye should declare it false,,"Contempt, Hostility, Frustration, Disappointment, Shame, Ecstacy, Remorse, Regret",Negative
5062,56,83,"Then why do ye not (intervene) when (the soul of the dying man) reaches the throat,-",then why do ye not intervene when the soul of the dying man reaches the throat,Good vs Evil (Accountability),"Frustration, Shame, Anguish, Distress, Contempt, Suffering",Negative
5063,56,84,"And ye the while (sit) looking on,-",and ye the while sit looking on,Tawhid (Oneness of God),"Awe, Contempt, Distress, Shame, Empaty, Frustration, Regret, Wonder, Hostility, Humiliation, Envy, Affection",Negative
5064,56,85,"But We are nearer to him than ye, and yet see not,-",but we are nearer to him than ye and yet see not,"Tawhid (Oneness of God), Moral and Righteous Living, Worship and Obedience, Justice and Social Fairness, Prophets and Revelation, Creation and Signs","Trust, Empaty, Distress, Frustration, Contempt, Wonder, Affection, Awe, Courage, Ecstacy, Hostility, Pride, Remorse, Grace, Envy, Joy",Negative
5065,56,86,"Then why do ye not,- If you are exempt from (future) account,-",then why do ye not if you are exempt from future account,"Tawhid (Oneness of God), Afterlife and Judgment","Contempt, Frustration, Remorse",Negative
5066,56,87,"Call back the soul, if ye are true (in the claim of independence)?",call back the soul if ye are true in the claim of independence,Moral and Righteous Living,Empaty,Positive
5067,56,88,"Thus, then, if he be of those Nearest to Allah,",thus then if he be of those nearest to allah,"Worship and Obedience, Moral and Righteous Living, Tawhid (Oneness of God)",Affection,Positive
5068,56,89,"(There is for him) Rest and Satisfaction, and a Garden of Delights.",there is for him rest and satisfaction and a garden of delights,"Tawhid (Oneness of God), Moral and Righteous Living","Contentment, Pleasure, Ecstacy, Hope, Happiness, Grace, Joy, Gratitude, Wonder, Trust, Awe, Empaty, Affection, Pride",Positive
5069,56,90,"And if he be of the Companions of the Right Hand,",and if he be of the companions of the right hand,"Moral and Righteous Living, Worship and Obedience, Tawhid (Oneness of God)","Affection, Trust, Empaty, Courage",Positive
5070,56,91,"(For him is the salutation), ""Peace be unto thee"", from the Companions of the Right Hand.",for him is the salutation peace be unto thee from the companions of the right hand,"Moral and Righteous Living, Worship and Obedience, Tawhid (Oneness of God), Justice and Social Fairness","Grace, Contentment, Affection, Empaty, Gratitude, Trust, Hope, Love, Ecstacy",Positive
5071,56,92,"And if he be of those who treat (Truth) as Falsehood, who go wrong,",and if he be of those who treat truth as falsehood who go wrong,Good vs Evil (Accountability),"Contempt, Shame, Hostility, Frustration",Negative
5072,56,93,For him is Entertainment with Boiling Water.,for him is entertainment with boiling water,,"Pleasure, Ecstacy",Positive
5073,56,94,And burning in Hell-Fire.,and burning in hellfire,"Afterlife and Judgment, Good vs Evil (Accountability)","Shame, Rage, Hostility, Contempt, Hatred, Anguish, Anger, Humiliation, Despair, Fear, Distress, Frustration, Grief, Regret, Suffering, Disappointment, Remorse",Negative
5074,56,95,"Verily, this is the Very Truth and Certainly.",verily this is the very truth and certainly,"Tawhid (Oneness of God), Moral and Righteous Living, Prophets and Revelation, Justice and Social Fairness, Creation and Signs, Worship and Obedience","Trust, Awe, Ecstacy, Grace, Empaty, Gratitude, Courage, Contentment",Positive
5075,56,96,"So celebrate with praises the name of thy Lord, the Supreme.",so celebrate with praises the name of thy lord the supreme,"Tawhid (Oneness of God), Worship and Obedience, Moral and Righteous Living","Ecstacy, Awe, Gratitude, Joy, Pride, Grace",Positive
5076,57,1,"Whatever is in the heavens and on earth,- let it declare the Praises and Glory of Allah: for He is the Exalted in Might, the Wise.",whatever is in the heavens and on earth let it declare the praises and glory of allah for he is the exalted in might the wise,"Tawhid (Oneness of God), Worship and Obedience, Moral and Righteous Living, Creation and Signs, Prophets and Revelation","Awe, Ecstacy, Grace, Gratitude, Trust, Affection, Wonder, Empaty, Joy",Positive
5077,57,2,To Him belongs the dominion of the heavens and the earth: It is He Who gives Life and Death; and He has Power over all things.,to him belongs the dominion of the heavens and the earth it is he who gives life and death and he has power over all things,"Tawhid (Oneness of God), Creation and Signs, Afterlife and Judgment","Ecstacy, Distress, Contempt, Awe, Trust, Hostility",Negative
5078,57,3,"He is the First and the Last, the Evident and the Immanent: and He has full knowledge of all things.",he is the first and the last the evident and the immanent and he has full knowledge of all things,"Tawhid (Oneness of God), Creation and Signs, Moral and Righteous Living, Prophets and Revelation, Afterlife and Judgment, Worship and Obedience, Justice and Social Fairness","Trust, Wonder, Ecstacy, Courage, Awe, Pride, Grace, Joy, Empaty, Hope, Contentment, Affection",Positive
5079,57,4,"He it is Who created the heavens and the earth in Six Days, and is moreover firmly established on the Throne (of Authority). He knows what enters within the earth and what comes forth out of it, what comes down from heaven and what mounts up to it. And He is with you wheresoever ye may be. And Allah sees well all that ye do.",he it is who created the heavens and the earth in six days and is moreover firmly established on the throne of authority he knows what enters within the earth and what comes forth out of it what comes down from heaven and what mounts up to it and he is with you wheresoever ye may be and allah sees well all that ye do,"Tawhid (Oneness of God), Creation and Signs, Worship and Obedience, Moral and Righteous Living","Wonder, Trust, Awe, Ecstacy, Grace, Affection",Positive
5080,57,5,To Him belongs the dominion of the heavens and the earth: and all affairs are referred back to Allah.,to him belongs the dominion of the heavens and the earth and all affairs are referred back to allah,"Tawhid (Oneness of God), Creation and Signs, Worship and Obedience","Trust, Ecstacy, Awe",Positive
5081,57,6,"He merges Night into Day, and He merges Day into Night; and He has full knowledge of the secrets of (all) hearts.",he merges night into day and he merges day into night and he has full knowledge of the secrets of all hearts,Tawhid (Oneness of God),"Empaty, Wonder, Ecstacy, Awe, Trust, Distress, Love, Contempt",Negative
5082,57,7,"Believe in Allah and His messenger, and spend (in charity) out of the (substance) whereof He has made you heirs. For, those of you who believe and spend (in charity),- for them is a great Reward.",believe in allah and his messenger and spend in charity out of the substance whereof he has made you heirs for those of you who believe and spend in charity for them is a great reward,"Tawhid (Oneness of God), Moral and Righteous Living, Worship and Obedience, Justice and Social Fairness","Pleasure, Awe, Affection, Gratitude, Trust, Grace, Courage, Empaty, Joy, Wonder, Ecstacy, Hope, Contentment",Positive
5083,57,8,"What cause have ye why ye should not believe in Allah?- and the Messenger invites you to believe in your Lord, and has indeed taken your Covenant, if ye are men of Faith.",what cause have ye why ye should not believe in allah and the messenger invites you to believe in your lord and has indeed taken your covenant if ye are men of faith,Worship and Obedience,"Trust, Distress, Courage, Wonder",Negative
5084,57,9,"He is the One Who sends to His Servant Manifest Signs, that He may lead you from the depths of Darkness into the Light and verily Allah is to you most kind and Merciful.",he is the one who sends to his servant manifest signs that he may lead you from the depths of darkness into the light and verily allah is to you most kind and merciful,"Tawhid (Oneness of God), Creation and Signs, Prophets and Revelation, Worship and Obedience, Moral and Righteous Living","Grace, Hope, Awe, Trust, Affection, Empaty, Gratitude, Ecstacy, Courage",Positive
5085,57,10,"And what cause have ye why ye should not spend in the cause of Allah?- For to Allah belongs the heritage of the heavens and the earth. Not equal among you are those who spent (freely) and fought, before the Victory, (with those who did so later). Those are higher in rank than those who spent (freely) and fought afterwards. But to all has Allah promised a goodly (reward). And Allah is well acquainted with all that ye do.",and what cause have ye why ye should not spend in the cause of allah for to allah belongs the heritage of the heavens and the earth not equal among you are those who spent freely and fought before the victory with those who did so later those are higher in rank than those who spent freely and fought afterwards but to all has allah promised a goodly reward and allah is well acquainted with all that ye do,"Moral and Righteous Living, Tawhid (Oneness of God), Worship and Obedience, Creation and Signs","Awe, Trust, Affection, Frustration, Ecstacy, Empaty, Courage, Hostility, Grace, Wonder, Anxiousness, Pride",Negative
5086,57,11,"Who is he that will Loan to Allah a beautiful loan? for (Allah) will increase it manifold to his credit, and he will have (besides) a liberal Reward.",who is he that will loan to allah a beautiful loan for allah will increase it manifold to his credit and he will have besides a liberal reward,"Moral and Righteous Living, Worship and Obedience, Justice and Social Fairness","Pleasure, Awe, Courage, Wonder, Gratitude, Affection, Pride, Joy, Trust, Ecstacy, Desire, Hope, Empaty",Positive
5087,57,12,"One Day shalt thou see the believing men and the believing women- how their Light runs forward before them and by their right hands: (their greeting will be): ""Good News for you this Day! Gardens beneath which flow rivers! to dwell therein for aye! This is indeed the highest Achievement!""",one day shalt thou see the believing men and the believing women how their light runs forward before them and by their right hands their greeting will be good news for you this day gardens beneath which flow rivers to dwell therein for aye this is indeed the highest achievement,"Moral and Righteous Living, Prophets and Revelation, Worship and Obedience, Justice and Social Fairness, Tawhid (Oneness of God), Creation and Signs","Hope, Awe, Trust, Wonder, Empaty, Ecstacy, Gratitude, Courage, Grace, Joy, Affection, Happiness, Desire, Pride",Positive
5088,57,13,"One Day will the Hypocrites- men and women - say to the Believers: ""Wait for us! Let us borrow (a Light) from your Light!"" It will be said: ""Turn ye back to your rear! then seek a Light (where ye can)!"" So a wall will be put up betwixt them, with a gate therein. Within it will be Mercy throughout, and without it, all alongside, will be (Wrath and) Punishment!",one day will the hypocrites men and women  say to the believers wait for us let us borrow a light from your light it will be said turn ye back to your rear then seek a light where ye can so a wall will be put up betwixt them with a gate therein within it will be mercy throughout and without it all alongside will be wrath and punishment,"Good vs Evil (Accountability), Justice and Social Fairness, Moral and Righteous Living, Creation and Signs","Distress, Hostility, Contempt, Shame, Frustration, Ecstacy, Regret",Negative
5089,57,14,"(Those without) will call out, ""Were we not with you?"" (The others) will reply, ""True! but ye led yourselves into temptation; ye looked forward (to our ruin); ye doubted (AllahLs Promise); and (your false) desires deceived you; until there issued the Command of Allah. And the Deceiver deceived you in respect of Allah.",those without will call out were we not with you the others will reply true but ye led yourselves into temptation ye looked forward to our ruin ye doubted allahls promise and your false desires deceived you until there issued the command of allah and the deceiver deceived you in respect of allah,"Good vs Evil (Accountability), Worship and Obedience, Prophets and Revelation, Creation and Signs","Desire, Regret, Shame, Distress, Hostility, Despair, Contempt, Empaty, Envy, Suffering, Anguish, Remorse, Disappointment, Humiliation, Frustration, Fear, Anxiousness, Awe, Trust, Ecstacy",Negative
5090,57,15,"""This Day shall no ransom be accepted of you, nor of those who rejected Allah."" Your abode is the Fire: that is the proper place to claim you: and an evil refuge it is!""",this day shall no ransom be accepted of you nor of those who rejected allah your abode is the fire that is the proper place to claim you and an evil refuge it is,"Good vs Evil (Accountability), Moral and Righteous Living, Prophets and Revelation, Afterlife and Judgment","Hostility, Hatred, Contempt, Distress, Fear, Shame, Anguish, Rage, Despair, Suffering, Anxiousness, Awe, Regret, Remorse, Frustration",Negative
5091,57,16,"Has not the Time arrived for the Believers that their hearts in all humility should engage in the remembrance of Allah and of the Truth which has been revealed (to them), and that they should not become like those to whom was given Revelation aforetime, but long ages passed over them and their hearts grew hard? For many among them are rebellious transgressors.",has not the time arrived for the believers that their hearts in all humility should engage in the remembrance of allah and of the truth which has been revealed to them and that they should not become like those to whom was given revelation aforetime but long ages passed over them and their hearts grew hard for many among them are rebellious transgressors,"Moral and Righteous Living, Prophets and Revelation, Worship and Obedience, Good vs Evil (Accountability), Tawhid (Oneness of God), Creation and Signs","Hostility, Contempt, Trust, Remorse, Distress, Humiliation, Regret, Empaty, Anguish",Positive
5092,57,17,"Know ye (all) that Allah giveth life to the earth after its death! already have We shown the Signs plainly to you, that ye may learn wisdom.",know ye all that allah giveth life to the earth after its death already have we shown the signs plainly to you that ye may learn wisdom,"Creation and Signs, Tawhid (Oneness of God), Moral and Righteous Living, Prophets and Revelation, Worship and Obedience","Grace, Awe, Trust, Empaty, Ecstacy, Hope, Wonder, Gratitude, Courage",Positive
5093,57,18,"For those who give in Charity, men and women, and loan to Allah a Beautiful Loan, it shall be increased manifold (to their credit), and they shall have (besides) a liberal reward.",for those who give in charity men and women and loan to allah a beautiful loan it shall be increased manifold to their credit and they shall have besides a liberal reward,"Moral and Righteous Living, Justice and Social Fairness, Tawhid (Oneness of God), Worship and Obedience","Grace, Pleasure, Awe, Empaty, Gratitude, Wonder, Trust, Affection, Ecstacy, Courage, Joy",Positive
5094,57,19,"And those who believe in Allah and His messengers- they are the Sincere (lovers of Truth), and the witnesses (who testify), in the eyes of their Lord: They shall have their Reward and their Light. But those who reject Allah and deny Our Signs,- they are the Companions of Hell-Fire.",and those who believe in allah and his messengers they are the sincere lovers of truth and the witnesses who testify in the eyes of their lord they shall have their reward and their light but those who reject allah and deny our signs they are the companions of hellfire,"Good vs Evil (Accountability), Moral and Righteous Living, Worship and Obedience, Creation and Signs, Tawhid (Oneness of God), Prophets and Revelation, Afterlife and Judgment","Courage, Trust, Hostility, Awe, Contempt",Positive
5095,57,20,"Know ye (all), that the life of this world is but play and amusement, pomp and mutual boasting and multiplying, (in rivalry) among yourselves, riches and children. Here is a similitude: How rain and the growth which it brings forth, delight (the hearts of) the tillers; soon it withers; thou wilt see it grow yellow; then it becomes dry and crumbles away. But in the Hereafter is a Penalty severe (for the devotees of wrong). And Forgiveness from Allah and (His) Good Pleasure (for the devotees of Allah). And what is the life of this world, but goods and chattels of deception?",know ye all that the life of this world is but play and amusement pomp and mutual boasting and multiplying in rivalry among yourselves riches and children here is a similitude how rain and the growth which it brings forth delight the hearts of the tillers soon it withers thou wilt see it grow yellow then it becomes dry and crumbles away but in the hereafter is a penalty severe for the devotees of wrong and forgiveness from allah and his good pleasure for the devotees of allah and what is the life of this world but goods and chattels of deception,"Afterlife and Judgment, Creation and Signs, Good vs Evil (Accountability)","Ecstacy, Empaty, Pride, Envy, Hostility, Awe, Contempt, Regret, Desire, Pleasure, Trust, Anxiousness, Remorse, Affection, Disappointment",Negative
5096,57,21,"Be ye foremost (in seeking) Forgiveness from your Lord, and a Garden (of Bliss), the width whereof is as the width of heaven and earth, prepared for those who believe in Allah and His messengers: that is the Grace of Allah, which He bestows on whom he pleases: and Allah is the Lord of Grace abounding.",be ye foremost in seeking forgiveness from your lord and a garden of bliss the width whereof is as the width of heaven and earth prepared for those who believe in allah and his messengers that is the grace of allah which he bestows on whom he pleases and allah is the lord of grace abounding,"Moral and Righteous Living, Worship and Obedience, Tawhid (Oneness of God), Creation and Signs","Grace, Happiness, Joy, Awe, Ecstacy, Pleasure, Trust, Hope, Courage, Remorse, Wonder, Contentment, Love, Empaty, Gratitude, Regret, Affection, Desire",Positive
5097,57,22,No misfortune can happen on earth or in your souls but is recorded in a decree before We bring it into existence: That is truly easy for Allah:,no misfortune can happen on earth or in your souls but is recorded in a decree before we bring it into existence that is truly easy for allah,"Tawhid (Oneness of God), Moral and Righteous Living, Creation and Signs, Prophets and Revelation","Trust, Empaty, Ecstacy, Distress, Grace",Negative
5098,57,23,"In order that ye may not despair over matters that pass you by, nor exult over favours bestowed upon you. For Allah loveth not any vainglorious boaster,-",in order that ye may not despair over matters that pass you by nor exult over favours bestowed upon you for allah loveth not any vainglorious boaster,"Moral and Righteous Living, Tawhid (Oneness of God), Worship and Obedience","Regret, Grace, Frustration, Trust, Distress, Remorse, Disappointment, Empaty, Love",Negative
5099,57,24,"Such persons as are covetous and commend covetousness to men. And if any turn back (from AllahLs Way), verily Allah is Free of all Needs, Worthy of all Praise.",such persons as are covetous and commend covetousness to men and if any turn back from allahls way verily allah is free of all needs worthy of all praise,"Moral and Righteous Living, Tawhid (Oneness of God), Good vs Evil (Accountability)","Envy, Desire, Grace",Negative
5100,57,25,"We sent aforetime our messengers with Clear Signs and sent down with them the Book and the Balance (of Right and Wrong), that men may stand forth in justice; and We sent down Iron, in which is (material for) mighty war, as well as many benefits for mankind, that Allah may test who it is that will help, Unseen, Him and His messengers: For Allah is Full of Strength, Exalted in Might (and able to enforce His Will).",we sent aforetime our messengers with clear signs and sent down with them the book and the balance of right and wrong that men may stand forth in justice and we sent down iron in which is material for mighty war as well as many benefits for mankind that allah may test who it is that will help unseen him and his messengers for allah is full of strength exalted in might and able to enforce his will,"Moral and Righteous Living, Justice and Social Fairness, Good vs Evil (Accountability), Creation and Signs, Prophets and Revelation","Awe, Courage, Trust, Ecstacy, Wonder, Anxiousness",Positive
5101,57,26,"And We sent Noah and Abraham, and established in their line Prophethood and Revelation: and some of them were on right guidance. But many of them became rebellious transgressors.",and we sent noah and abraham and established in their line prophethood and revelation and some of them were on right guidance but many of them became rebellious transgressors,"Prophets and Revelation, Good vs Evil (Accountability), Creation and Signs","Hostility, Contempt, Distress, Regret, Awe",Negative
5102,57,27,"Then, in their wake, We followed them up with (others of) Our messengers: We sent after them Jesus the son of Mary, and bestowed on him the Gospel; and We ordained in the hearts of those who followed him Compassion and Mercy. But the Monasticism which they invented for themselves, We did not prescribe for them: (We commanded) only the seeking for the Good Pleasure of Allah; but that they did not foster as they should have done. Yet We bestowed, on those among them who believed, their (due) reward, but many of them are rebellious transgressors.",then in their wake we followed them up with others of our messengers we sent after them jesus the son of mary and bestowed on him the gospel and we ordained in the hearts of those who followed him compassion and mercy but the monasticism which they invented for themselves we did not prescribe for them we commanded only the seeking for the good pleasure of allah but that they did not foster as they should have done yet we bestowed on those among them who believed their due reward but many of them are rebellious transgressors,"Moral and Righteous Living, Good vs Evil (Accountability), Tawhid (Oneness of God), Worship and Obedience","Empaty, Pleasure, Desire, Affection, Trust, Regret, Hostility, Gratitude, Grace, Contempt, Frustration, Distress, Love, Awe, Remorse",Negative
5103,57,28,"O ye that believe! Fear Allah, and believe in His Messenger, and He will bestow on you a double portion of His Mercy: He will provide for you a Light by which ye shall walk (straight in your path), and He will forgive you (your past): for Allah is Oft-Forgiving, Most Merciful.",o ye that believe fear allah and believe in his messenger and he will bestow on you a double portion of his mercy he will provide for you a light by which ye shall walk straight in your path and he will forgive you your past for allah is oftforgiving most merciful,"Worship and Obedience, Moral and Righteous Living, Tawhid (Oneness of God), Prophets and Revelation, Justice and Social Fairness, Creation and Signs","Fear, Grace, Trust, Hope, Courage, Awe, Remorse, Regret, Wonder, Joy, Distress, Empaty, Gratitude, Ecstacy, Anxiousness, Affection",Positive
5104,57,29,"That the People of the Book may know that they have no power whatever over the Grace of Allah, that (His) Grace is (entirely) in His Hand, to bestow it on whomsoever He wills. For Allah is the Lord of Grace abounding.",that the people of the book may know that they have no power whatever over the grace of allah that his grace is entirely in his hand to bestow it on whomsoever he wills for allah is the lord of grace abounding,"Tawhid (Oneness of God), Worship and Obedience, Moral and Righteous Living, Creation and Signs","Grace, Trust, Wonder, Awe, Affection, Empaty, Joy, Ecstacy, Courage, Gratitude, Contentment",Positive
5105,58,1,Allah has indeed heard (and accepted) the statement of the woman who pleads with thee concerning her husband and carries her complaint (in prayer) to Allah: and Allah (always) hears the arguments between both sides among you: for Allah hears and sees (all things).,allah has indeed heard and accepted the statement of the woman who pleads with thee concerning her husband and carries her complaint in prayer to allah and allah always hears the arguments between both sides among you for allah hears and sees all things,"Tawhid (Oneness of God), Worship and Obedience, Justice and Social Fairness, Moral and Righteous Living","Distress, Trust, Grace, Empaty, Courage, Wonder, Awe, Suffering, Grief, Joy, Anguish, Ecstacy",Positive
5106,58,2,"If any men among you divorce their wives by Zihar (calling them mothers), they cannot be their mothers: None can be their mothers except those who gave them birth. And in fact they use words (both) iniquitous and false: but truly Allah is one that blots out (sins), and forgives (again and again).",if any men among you divorce their wives by zihar calling them mothers they cannot be their mothers none can be their mothers except those who gave them birth and in fact they use words both iniquitous and false but truly allah is one that blots out sins and forgives again and again,"Tawhid (Oneness of God), Good vs Evil (Accountability), Justice and Social Fairness, Moral and Righteous Living","Grace, Love, Trust, Hope, Shame, Distress, Remorse, Awe, Wonder",Negative
5107,58,3,"But those who divorce their wives by Zihar, then wish to go back on the words they uttered,- (It is ordained that such a one) should free a slave before they touch each other: Thus are ye admonished to perform: and Allah is well-acquainted with (all) that ye do.",but those who divorce their wives by zihar then wish to go back on the words they uttered it is ordained that such a one should free a slave before they touch each other thus are ye admonished to perform and allah is wellacquainted with all that ye do,"Moral and Righteous Living, Justice and Social Fairness, Good vs Evil (Accountability), Worship and Obedience","Regret, Remorse, Distress, Shame, Contempt",Negative
5108,58,4,"And if any has not (the wherewithal), he should fast for two months consecutively before they touch each other. But if any is unable to do so, he should feed sixty indigent ones, this, that ye may show your faith in Allah and His Messenger. Those are limits (set by) Allah. For those who reject (Him), there is a grievous Penalty.",and if any has not the wherewithal he should fast for two months consecutively before they touch each other but if any is unable to do so he should feed sixty indigent ones this that ye may show your faith in allah and his messenger those are limits set by allah for those who reject him there is a grievous penalty,"Worship and Obedience, Moral and Righteous Living, Justice and Social Fairness, Tawhid (Oneness of God)","Trust, Courage, Suffering, Awe, Empaty, Distress",Positive
5109,58,5,"Those who resist Allah and His Messenger will be humbled to dust, as were those before them: for We have already sent down Clear Signs. And the Unbelievers (will have) a humiliating Penalty,-",those who resist allah and his messenger will be humbled to dust as were those before them for we have already sent down clear signs and the unbelievers will have a humiliating penalty,"Moral and Righteous Living, Tawhid (Oneness of God), Justice and Social Fairness, Prophets and Revelation, Creation and Signs, Worship and Obedience, Good vs Evil (Accountability)","Humiliation, Suffering, Shame, Hostility, Trust, Distress, Awe, Contempt, Courage, Anguish",Negative
5110,58,6,"On the Day that Allah will raise them all up (again) and show them the Truth (and meaning) of their conduct. Allah has reckoned its (value), though they may have forgotten it, for Allah is Witness to all things.",on the day that allah will raise them all up again and show them the truth and meaning of their conduct allah has reckoned its value though they may have forgotten it for allah is witness to all things,"Moral and Righteous Living, Afterlife and Judgment, Tawhid (Oneness of God), Justice and Social Fairness, Prophets and Revelation, Worship and Obedience","Awe, Grace, Trust, Empaty, Distress, Regret, Contempt",Negative
5111,58,7,"Seest thou not that Allah doth know (all) that is in the heavens and on earth? There is not a secret consultation between three, but He makes the fourth among them, - Nor between five but He makes the sixth,- nor between fewer nor more, but He is in their midst, wheresoever they be: In the end will He tell them the truth of their conduct, on the Day of Judgment. For Allah has full knowledge of all things.",seest thou not that allah doth know all that is in the heavens and on earth there is not a secret consultation between three but he makes the fourth among them  nor between five but he makes the sixth nor between fewer nor more but he is in their midst wheresoever they be in the end will he tell them the truth of their conduct on the day of judgment for allah has full knowledge of all things,"Afterlife and Judgment, Tawhid (Oneness of God), Prophets and Revelation, Moral and Righteous Living, Creation and Signs, Worship and Obedience, Justice and Social Fairness, Good vs Evil (Accountability)","Trust, Wonder, Awe, Grace, Courage, Contempt, Empaty, Ecstacy, Distress, Joy, Desire, Anxiousness, Regret, Remorse, Hostility, Affection, Hope, Suffering, Contentment, Fear",Neutral
